relative_time,AccX,AccY,AccZ,DecibelSource
0,-0.6617738342285157,4.162543945312501,8.32883010864258,53.12646953219183
59,-1.2509486389160156,4.381688232421875,8.333769836425782,52.338486236701996
126,-1.5648458862304688,5.132227478027344,8.54587875366211,53.135318830615354
192,-0.5243595886230469,4.496349792480469,9.425749053955078,48.79365437052282
259,-0.00987945556640625,4.065695343017579,8.86726043701172,46.01016431798449
328,-0.19609222412109376,3.8008959960937503,7.667804718017578,48.76356423100472
392,-0.28575576782226564,3.848497009277344,7.844886474609376,39.836262871245346
459,-0.3641926574707031,3.742816772460938,8.422385559082032,41.28302317164351
529,0.0814306640625,3.2362701416015627,12.465477905273438,38.906445362952475
593,-0.9313632202148437,2.9094996643066406,12.9187353515625,39.19914480659432
659,-1.9188597106933594,2.701731719970703,12.005933532714844,41.87436109773708
729,-1.483564910888672,2.8294161987304687,8.5789599609375,34.33449793761596
792,-1.3798306274414063,1.9887643432617188,7.1191955566406255,39.34094268355481
859,1.6732205200195314,0.9943821716308594,7.4429722595214844,39.70811610872518
929,2.6601182556152345,-0.5867797851562501,9.234297180175782,49.608464010729556
992,1.1916719055175782,5.356610870361329,7.878416748046876,54.16210992423001
1059,-0.14894027709960939,2.639012145996094,13.522879028320313,57.557064386693646
1128,-2.1966819763183594,3.570525054931641,10.950328674316406,56.87738477820436
1193,-1.5715818786621094,1.916015625,6.271807708740234,56.466497240676354
1259,-5.172643432617188,1.2751982116699219,5.511089630126953,51.71793712909947
1330,-3.068918151855469,2.1671932983398436,7.588918762207031,61.54045817112207
1393,-3.9914497375488285,5.342091064453125,12.856764221191407,61.822965037003854
1459,0.0844244384765625,5.285209350585938,16.138390045166016,50.72588081676911
1530,1.206042022705078,3.9318736267089847,10.430908813476563,45.65965817446667
1592,2.1022283935546877,1.2000544738769532,5.887107696533203,41.82271956694186
1659,0.8116122436523437,-0.1538800048828125,0.13322296142578124,39.12859475162355
1728,3.583697662353516,1.8458116149902344,2.1911434936523437,55.85912837184817
1792,5.500312042236328,2.8638446044921877,27.068211364746094,53.15569434640893
1859,3.5016682434082034,4.921465759277344,20.02386016845703,49.92831765934685
1929,-2.464325408935547,6.660249938964844,4.41447006225586,53.46912110858183
1992,-7.761360168457031,1.4684463500976563,0.8187973022460938,51.457742518257064
2059,-8.583600311279298,3.8887632751464847,1.488354949951172,65.1492185505032
2128,-2.7033782958984376,6.9269952392578125,15.781382446289063,67.77050730227656
2193,-5.711822204589844,16.73445053100586,30.82435043334961,50.29485236506347
2259,0.2692900085449219,8.436306610107422,12.958103485107422,58.98263223922298
2330,-0.3818559265136719,-3.9797740173339844,-1.5313156127929688,51.342855082349914
2392,4.050277404785157,-6.968908081054688,-7.9680802917480476,43.463920983173296
2459,1.6407380676269532,-5.121749267578125,-0.7906558227539063,44.35573643566113
2529,16.31337615966797,0.045505371093750004,11.69532943725586,43.14604473213435
2593,20.91375961303711,12.14035400390625,41.46167999267578,49.587597254584246
2659,0.19788848876953127,12.47850082397461,14.10382095336914,56.166351284745
2730,-12.075089721679689,2.3044578552246096,-2.6411077880859377,42.25386827388404
2793,-9.753118286132812,-0.26150619506835937,-4.666545867919922,47.24750875398776
2859,-6.884483642578125,7.416477355957031,-1.0065069580078125,64.07859281904928
2927,-7.4006103515625,20.241956634521486,27.555448150634767,50.5787141353417
2993,-2.815195770263672,12.734169158935547,18.984571380615236,54.09737055110621
3059,-1.1132350158691406,1.0852432250976562,0.5343887329101563,52.50934507174826
3129,5.905369720458984,-8.301886138916016,0.6803352355957032,47.518639295549846
3192,4.9960107421875,-8.04531967163086,-3.650009765625,40.27104865879351
3259,11.101065216064454,-4.14577880859375,5.813011779785157,36.3164666295842
3327,17.762213287353518,28.728558654785157,42.00894195556641,53.7337733199685
3393,-12.362492065429688,20.202738189697268,14.897021484375001,52.44277120801843
3459,-3.3651521301269534,9.706415405273438,-3.9404058837890625,46.86010291315285
3529,-10.096204833984375,0.31943572998046876,-4.469405822753907,57.751967065361924
3593,-7.839497680664063,2.096689910888672,-6.130052490234375,52.40928466356565
3659,-5.563330993652344,15.692467346191407,18.750907287597656,47.724757365692405
3727,-6.912774810791016,23.448438720703127,26.721232910156253,46.183828453417526
3793,-2.2001248168945313,7.680228881835938,5.12294677734375,46.77013498245982
3859,8.073910217285157,-5.796695709228516,-0.5752537536621094,38.18951311640173
3929,7.911797332763673,-7.776628417968751,-3.8615199279785157,35.313511645830594
3992,5.5447695922851565,-5.857469329833985,4.417164459228516,44.50541619546718
4059,-1.8733543395996095,17.104780426025393,32.22753250122071,49.93118660582817
4127,-11.311078491210939,19.54051528930664,19.80232086181641,50.93488225186768
4192,-5.367987213134766,8.663983154296876,-0.267044677734375,48.823138853569965
4259,-10.193951568603516,0.9569599914550782,-6.638844451904297,58.84169801365584
4329,-8.350085906982422,3.7907171630859375,-2.8728259277343753,67.28225910149632
4392,-7.52799545288086,13.885125732421876,19.48258575439453,63.64347776790112
4459,-10.297985229492188,22.787413330078127,21.382884063720706,65.28583013397164
4532,-2.0504360961914063,4.691992950439453,5.479804687500001,48.41647235992191
4592,5.28625717163086,-4.875062255859375,0.8994795227050781,57.095319854215376
4659,7.093000030517579,-8.630602569580079,-2.544558563232422,46.68012971641832
4730,8.534951477050782,-6.284082183837891,3.3262330627441408,50.729810734840804
4792,7.680079193115235,9.321266326904297,23.64887191772461,45.86159550294043
4859,2.964435424804688,26.038802032470706,36.06270721435547,54.03276701776853
4938,-6.8478099060058595,7.82018783569336,-5.562732238769532,57.46184105191879
4993,-12.08377166748047,-1.2588821411132813,-3.0196705627441407,55.30329070503069
5059,-9.82287322998047,2.18186279296875,-3.5113980102539064,66.8664583078452
