relative_time,AccX,AccY,AccZ,DecibelSource
0,0.7655081176757813,4.104464721679688,11.927496643066407,36.303261548039465
65,0.6632707214355469,2.0960911560058593,11.643387451171876,36.02494068807281
131,0.08247848510742188,2.0947439575195315,10.319540405273438,35.73335840066068
198,-0.38050872802734376,2.480940856933594,7.534581756591797,23.57934847000454
265,-0.9428892517089844,2.6536816406250003,7.079228668212891,28.756399370041684
334,-1.8419197082519532,2.8984226989746094,8.233179016113281,36.505988981726574
398,-3.0505064392089847,3.5293606567382816,12.688663787841797,38.0291048941904
465,-5.840853881835938,2.749183044433594,11.103011169433595,36.52052848248105
532,-4.626578979492188,1.9751426696777346,9.081315307617189,42.08710019906401
598,-3.8543348693847657,2.8322602844238283,6.304439849853516,42.8436304631311
665,-2.5438101196289065,2.1764739990234374,6.762786712646485,44.459465227568316
732,-0.5004093933105469,3.3796719360351566,6.20070556640625,40.08983203815472
798,1.0373428344726563,4.11703857421875,7.458689575195313,42.09970516709344
865,3.4528697204589847,2.932402038574219,12.288994903564454,38.50462432761517
934,2.386636962890625,3.1808853149414062,15.328125,31.5259407792747
998,0.9494755554199219,2.0472926330566406,15.07230697631836,34.26673888021373
1065,0.5104385375976562,2.877765655517578,9.351503448486328,33.04705898212765
1134,0.6345304870605469,2.835403747558594,6.235283660888673,33.6679638328673
1198,1.0593470764160158,3.350183258056641,5.013674011230469,27.347998295888473
1265,0.2640509033203125,4.112547912597656,6.6401916503906255,35.28145078253107
1334,-0.06691085815429688,4.568799133300781,7.500752105712891,37.28353782021229
1398,-0.3784130859375,5.223088531494141,8.438851318359376,31.7868923977559
1465,-0.5848338317871095,4.533173217773438,9.911189575195314,33.062105081677615
1532,-1.4172528076171875,3.366948394775391,11.928394775390625,28.813846567705728
1599,-2.4568409729003906,3.7365298461914063,8.839568023681641,28.656960599160705
1666,-1.684896240234375,3.244802398681641,5.278623046875,29.790929006383262
1734,-0.10163864135742189,4.232448577880859,4.822521514892578,32.571984261393446
1798,1.487157440185547,6.253545684814453,8.11761932373047,37.48885440009517
1866,3.890559539794922,6.4991848754882815,13.819262695312501,33.75114684692225
1936,3.989503784179688,3.6624339294433597,16.01414840698242,30.572856444182147
1998,1.8342855834960938,0.27677444458007816,13.066478118896486,33.96373727536507
2066,0.02604583740234375,0.9669891357421876,8.202343139648438,32.00576926754848
2134,-1.5278727722167968,1.8312918090820314,6.183641052246094,34.6044678388072
2198,-0.7385641479492188,3.307222595214844,4.07437728881836,36.7641923171836
2266,-1.4778767395019532,3.9414537048339846,6.550977172851563,28.959747323590644
2334,-3.1019993591308594,4.252955932617188,12.47460891723633,32.65996370495079
2399,-2.5999433898925783,5.122497711181641,10.975775756835938,29.49877704036875
2466,-3.097658386230469,3.6712655639648437,12.365186462402344,40.27594211826226
