relative_time,AccX,AccY,AccZ,DecibelSource
0,0.085023193359375,-0.4935237121582032,10.062674560546876,16.532125137753436
29,0.1866618347167969,-0.5489085388183594,10.004295959472657,15.797835966168101
96,0.1047821044921875,-0.2329156494140625,9.830657043457032,13.222192947339193
164,0.06870712280273437,-0.38664596557617187,9.838590545654297,12.78753600952829
229,0.1872605895996094,-0.5242098999023438,9.96852035522461,11.139433523068368
296,0.0844244384765625,-0.32302825927734374,9.885742492675782,14.471580313422193
364,0.1585203552246094,-0.39622604370117187,9.806257781982422,12.552725051033061
430,0.11720626831054688,-0.4417314147949219,10.015372924804687,16.62757831681574
496,0.10163864135742189,-0.3362008666992188,9.846673736572265,33.93575203269587
565,0.1490899658203125,-0.43544448852539064,9.894125061035156,46.3811969986024
630,0.10089019775390626,-0.4481680297851563,9.930349731445313,38.32253370197008
696,0.17947677612304688,-0.33485366821289064,9.826016693115236,37.68712080377664
765,0.09729766845703125,-0.444276123046875,9.84158432006836,25.658478186735177
830,0.15642471313476564,-0.4122427368164063,9.91867401123047,31.306553490220303
896,0.1359173583984375,-0.365240478515625,9.827064514160156,14.62397997898956
965,0.10942245483398438,-0.40969802856445314,9.894873504638673,14.913616938342727
1029,0.1490899658203125,-0.4207749938964844,9.890831909179688,13.80211241711606
1096,0.11630813598632814,-0.37511993408203126,9.847571868896486,23.201462861110542
1165,0.14474899291992188,-0.4282594299316406,9.895921325683593,44.010039798994825
1231,0.12020004272460938,-0.41463775634765626,9.900561676025392,31.379867327235313
1295,0.1215472412109375,-0.39308258056640627,9.821376342773439,32.73695587930092
1365,0.14654525756835937,-0.4105961608886719,9.87122268676758,36.859207921945355
1432,0.11750564575195313,-0.3818559265136719,9.926906890869141,14.913616938342727
1496,0.14474899291992188,-0.4285588073730469,9.824519805908203,46.61613943248086
1566,0.118553466796875,-0.42541534423828126,9.900411987304688,41.893780058420305
1631,0.135318603515625,-0.3852987670898438,9.852062530517578,29.10090545594068
1696,0.11810440063476563,-0.42272094726562504,9.8243701171875,32.42789809478677
1766,0.13397140502929689,-0.3879931640625,9.953701171875,25.477747053878225
1830,0.12663665771484375,-0.4004173278808594,9.853409729003907,31.408221801093106
1896,0.1239422607421875,-0.43304946899414065,9.858199768066406,32.16957207361097
1965,0.11930191040039063,-0.41987686157226567,9.908046112060548,36.41870545476313
2030,0.1454974365234375,-0.3598516845703125,9.894125061035156,28.432327780980096
2095,0.11481124877929688,-0.4454736328125,9.807155914306641,33.57172257723033
2165,0.14400054931640627,-0.3975732421875,9.949509887695314,33.70328007779511
2230,0.11945159912109375,-0.3802093505859375,9.82526824951172,28.779469516291883
2295,0.13906082153320312,-0.43200164794921875,9.83724334716797,25.865873046717546
2364,0.12693603515625002,-0.4451742553710938,9.897268524169922,17.708520116421443
2430,0.14280303955078125,-0.3405418395996094,9.900112609863282,12.552725051033061
2495,0.11720626831054688,-0.44307861328125003,9.867181091308595,26.11723308007342
2565,0.1442999267578125,-0.427510986328125,9.909842376708985,21.78976947293169
2630,0.13786331176757813,-0.3728746032714844,9.84637435913086,35.47282307963303
2695,0.12558883666992188,-0.43065444946289066,9.860295410156251,41.75946470095546
2764,0.140108642578125,-0.44442581176757817,9.893675994873048,42.68928822432613
2831,0.12304412841796876,-0.3538641357421875,9.879605255126954,28.325089127062363
2895,0.13442047119140627,-0.43664199829101563,9.816137237548828,35.9073040579269
2964,0.13995895385742188,-0.4303550720214844,9.782606964111329,16.532125137753436
3032,0.12484039306640625,-0.39787261962890624,9.835596771240235,25.365584425715298
3095,0.16136444091796875,-0.34982254028320314,9.717642059326172,13.010299956639813
3165,0.12364288330078126,-0.4113446044921875,9.869276733398438,23.483048630481605
3229,0.13247451782226563,-0.4255650329589844,9.811197509765625,27.39572344450092
3295,0.11990066528320313,-0.3929328918457031,9.871671752929688,32.61024833992397
3364,0.11720626831054688,-0.4387376403808594,9.816286926269532,25.03790683057181
3432,0.17408798217773438,-0.3752696228027344,9.83829116821289,19.9563519459755
3495,0.08607101440429688,-0.43544448852539064,9.881551208496095,14.14973347970818
3565,0.19175125122070313,-0.39966888427734376,9.874665527343751,10.79181246047625
3629,0.09909393310546875,-0.4182302856445313,9.885742492675782,13.617278360175929
3695,0.1622625732421875,-0.40191421508789066,9.876761169433594,13.617278360175929
3764,0.1327738952636719,-0.4303550720214844,9.874964904785157,9.542425094393248
3832,0.11211685180664063,-0.4002676391601563,9.900711364746094,15.185139398778876
3895,0.1634600830078125,-0.44158172607421875,9.847122802734376,10.79181246047625
3965,0.09550140380859376,-0.41194335937500004,9.889035644531251,15.797835966168101
4030,0.16136444091796875,-0.39622604370117187,9.819430389404298,40.10554351540322
4095,0.10837463378906251,-0.4255650329589844,9.852062530517578,47.8509482524169
4165,0.13861175537109377,-0.41029678344726567,9.860594787597657,48.637925959129404
4230,0.16196319580078125,-0.39966888427734376,9.863588562011719,42.28323349308016
4295,0.10163864135742189,-0.43424697875976564,9.850415954589844,42.062590352092826
4369,0.16495697021484376,-0.3986210632324219,9.886490936279298,47.754138242740545
4430,0.10328521728515626,-0.4004173278808594,9.86508544921875,49.02247725228436
4495,0.15672409057617187,-0.4358935546875,9.810299377441407,46.855626111582296
4565,0.12259506225585938,-0.3875440979003906,9.878557434082031,40.70813359702716
4630,0.11151809692382814,-0.4046086120605469,9.860145721435547,25.31478917042255
4695,0.15612533569335937,-0.4381388854980469,9.880204010009766,22.92256071356476
4765,0.09116043090820312,-0.3974235534667969,9.906848602294922,41.26228844606424
