relative_time,AccX,AccY,AccZ,DecibelSource
0,-0.5484594726562501,4.995411987304688,9.328002319335939,24.265112613645755
34,-0.13367202758789062,4.495451660156251,9.290280761718751,23.54108439147401
101,-0.33709899902343754,4.437671813964844,9.173972625732423,22.479732663618066
168,0.6780899047851563,4.281396789550781,7.433242492675782,25.09202522331103
237,-0.12184661865234375,3.9104681396484375,9.039103088378907,29.800033715837465
301,-1.320853271484375,4.144281921386719,9.206006011962891,30.390173219974116
368,-1.2436138916015627,3.3861085510253908,9.831854553222657,23.979400086720375
438,-1.7904267883300782,4.320615234375,9.54939193725586,30.141003215196207
501,-0.7614665222167969,3.1057415771484376,9.023236083984376,27.067177823367587
568,0.7191046142578126,3.4877471923828125,8.342601470947265,29.62369335670021
639,-0.4567002868652344,3.9351667785644535,8.727750549316406,31.766699326681493
701,0.49517028808593755,5.415588226318359,8.550219726562501,29.58085848521085
768,1.9452049255371096,6.2222607421875,11.272159423828125,31.87238619831479
837,3.1091844177246095,4.592150573730469,13.658646697998048,32.64817823009536
901,2.5568330383300784,4.633165283203125,10.989397430419922,32.309595557485686
967,0.7520361328125,4.099674682617188,9.699679412841798,32.273724422896365
1037,0.7289840698242188,2.6497897338867187,11.653117218017579,30.4688519083771
1101,0.056133270263671875,1.0511141967773439,8.681047668457031,36.036855496147
1167,-1.796114959716797,1.0223739624023438,8.791967010498047,26.503075231319364
1236,-2.2218296813964846,0.6743476867675782,9.304950256347658,29.020028913507296
1300,-1.6353492736816406,0.29533584594726564,7.856412506103516,30.195316845312554
1368,-1.578168182373047,3.054548034667969,6.857689361572266,31.16939646550756
1435,-0.7333250427246094,4.189787292480469,11.173364868164063,32.263420871636306
1500,0.5848338317871095,5.186564483642578,12.015214233398439,29.143431571194405
1567,0.8047265625000001,5.193150787353516,9.796827392578125,30.330214446829107
1634,2.326761474609375,5.635630645751953,8.221353607177734,27.299742856995554
1701,2.2939796447753906,3.6718643188476565,8.949738922119142,28.62727528317975
1768,0.9846524047851563,2.835403747558594,5.425467681884766,28.639173769578605
1835,2.652334442138672,7.042105865478516,12.24947708129883,30.588054866759066
1901,1.956431579589844,4.290228424072266,17.80502426147461,32.69045709657623
1967,-0.30386810302734374,4.546495513916016,9.442214813232422,33.73095987078727
2039,-0.34099090576171875,2.079924774169922,6.452332305908204,30.310042813635366
2100,-0.5828878784179687,1.0835966491699218,6.135141906738282,31.027766148834417
2168,0.143701171875,2.0480410766601564,3.515589294433594,28.48189116991399
2239,-2.2704785156250002,6.242169342041016,4.254901885986328,35.873741720730656
2300,-1.4096186828613282,3.339705047607422,14.163995819091797,37.88521887222473
2368,-0.12049942016601563,6.236930236816407,9.488019561767578,30.19116290447073
2439,-0.31913635253906253,5.716462554931641,8.339308319091797,27.944880466591698
2500,0.4788542175292969,3.672313385009766,7.265441436767579,29.380190974762105
